Name,Breed,Weight,Height,Life Expectancy,Coat Length,Grooming Needs,Energy Level,Intelligence Level,Playfulness,Vocalization,Adaptability
Chipmunk,Siamese,3.0,24,13,2,1,9,8,10,9,9
Rembrandt,Siamese,4.1,23,15,1,1,8,6,8,10,10
Kohana,Siamese,5.5,20,13,1,1,8,8,8,10,8
Sapphire,Siamese,5.2,21,15,2,1,8,8,9,8,10
Kaddish,Khao Manee,4.0,24,15,2,1,8,7,9,5,8
Dewdrop,Siamese,4.6,21,15,1,1,8,7,8,8,9
Sora,Sphynx,3.2,21,14,0,0,6,6,5,9,7
Sax,Siamese,5.7,26,14,2,1,8,8,8,9,9
Hiromi,Siamese,3.6,21,12,1,1,9,6,9,9,9
Picasso,Abyssinian,3.3,22,13,2,0,9,6,9,5,9
Katsuro,Abyssinian,3.2,24,13,2,0,9,6,9,5,10
Baby Doll,Abyssinian,3.2,26,15,1,0,7,8,8,7,8
Enigma,Siamese,3.5,24,12,1,1,9,8,10,8,9
Cricket,Bengal,7.5,32,15,1,1,9,6,10,8,7
Fuzzie,Siamese,3.0,25,12,1,1,9,8,10,10,10
Zion,Siamese,3.3,23,13,2,1,9,7,8,8,10
Zena,Siamese,5.1,24,15,2,1,9,6,8,8,9
Katsuo,Siamese,4.0,22,13,2,1,8,6,10,9,9
Lara,Siamese,4.3,21,15,1,1,9,8,9,10,10
Nietzsche,Siamese,5.0,20,14,1,1,8,8,9,8,9
Mirage,Siamese,3.6,20,12,2,1,7,6,10,8,8
Yuki,Khao Manee,4.4,21,16,2,1,6,7,8,5,9
Ozzy,Abyssinian,4.5,22,10,1,0,9,6,9,6,8
Gorgeous,Siamese,5.6,24,15,2,1,7,7,9,8,9
Enigma,Siamese,3.6,20,13,1,1,8,6,9,8,10
Bonbon,Siamese,3.1,25,14,1,1,8,7,9,9,9
Amigo,Siamese,5.3,20,14,2,1,9,6,9,9,10
Bunny,Siamese,5.0,23,13,1,1,8,7,8,9,8
Sumo,Siamese,5.8,20,13,2,1,7,8,9,10,8
Frisky,Siamese,5.1,23,13,1,1,7,7,9,8,9
Blueberry,Siamese,3.2,26,15,2,1,8,8,10,9,9
Bubble,Sphynx,3.2,20,12,0,0,6,6,5,9,8
Venus,Siamese,3.3,23,13,2,1,8,6,9,10,10
Sora,Siamese,4.6,23,12,2,1,9,8,8,8,10
Kenji,Siamese,5.0,25,15,1,1,7,7,9,9,10
Ivory,Siamese,5.2,25,15,2,1,9,7,10,10,10
Alaska,Khao Manee,4.0,20,12,1,1,8,6,7,4,8
Diamond,Siamese,3.3,24,12,2,1,9,6,8,8,8
Norio,Siamese,3.3,20,15,1,1,8,8,10,9,10
Augustus,Siamese,3.5,23,14,1,1,8,7,10,8,9
Qwerty,Siamese,4.4,23,14,2,1,9,8,9,10,9
Dizzy,Siamese,3.7,26,15,2,1,7,6,9,10,10
More,Siamese,4.3,22,14,2,1,8,7,8,10,9
Button,Persian,6.2,27,12,3,3,5,4,5,3,5
Vida,Bengal,6.3,30,16,1,1,9,7,10,7,9
Muppet,Siamese,4.9,21,15,2,1,8,6,9,10,10
Snugums,Siamese,3.4,26,15,1,1,7,8,8,8,9
Nietzsche,Siamese,3.0,22,14,2,1,7,7,10,8,8
Reo,Siamese,4.4,24,15,2,1,7,8,10,8,8
Cute,Siamese,4.7,23,12,1,1,9,8,9,10,10
Rembrandt,Siamese,4.9,24,15,2,1,7,8,8,8,9
Judo,Siamese,3.4,26,13,1,1,7,6,10,10,8
Noodles,Bengal,5.8,31,13,1,1,8,7,9,8,7
Katsuro,Persian,3.1,26,14,3,3,3,6,4,4,5
Honcho,Sphynx,3.8,27,12,0,0,6,7,7,9,8
Tortie,Siamese,4.5,25,14,1,1,7,6,10,10,9
Christmas,Siamese,5.1,25,15,2,1,8,6,8,9,10
Cupcake,Siamese,4.2,25,15,2,1,9,6,8,9,10
Snickers,Siamese,4.2,26,13,2,1,7,8,8,9,9
Hana,Bengal,6.4,26,15,2,1,10,7,9,6,7
Mitsuo,Siamese,3.5,21,15,1,1,7,7,9,8,10
Goldie,Siamese,6.0,24,15,1,1,9,7,9,9,9
Aria,Siamese,4.8,20,13,1,1,9,8,10,9,10
Balzac,Sphynx,3.8,27,12,0,0,8,5,7,8,7
Suzuki,Siamese,3.3,25,12,1,1,8,7,8,9,10
Butterbean,Siamese,4.5,26,14,1,1,9,6,9,10,8
Aria,Siamese,4.9,23,12,1,1,7,8,9,9,10
YinYang,Siamese,4.4,22,13,1,1,9,6,9,9,9
Champ,Siamese,4.4,20,15,2,1,9,7,9,10,8
Amadeus,Siamese,4.0,23,15,2,1,8,6,8,10,8
Godiva,Scottish Fold,3.0,21,14,3,2,6,7,6,5,8
Sephora,Munchkin,2.0,17,12,2,1,6,8,7,4,7
Rei,Siamese,3.6,23,14,2,1,8,7,9,10,9
Tiara,Siamese,4.5,21,13,2,1,9,6,9,9,10
YinYang,Siamese,5.3,21,14,2,1,9,6,10,10,9
Kiwi,Siamese,5.9,23,12,2,1,9,6,9,10,8
Hopper,Siamese,3.2,21,12,2,1,8,6,10,8,8
Dante,Khao Manee,4.8,24,13,1,1,6,7,9,4,9
Harmonica,Abyssinian,3.7,24,10,1,0,7,6,9,7,8
Ivy,Siamese,4.5,24,13,2,1,7,7,10,8,9
Button,Siamese,4.0,23,14,2,1,7,7,8,8,8
Cho,Siamese,4.8,24,14,1,1,8,7,8,9,8
Cutie Pie,Siamese,3.4,25,15,1,1,7,6,8,8,10
Bubbles,Siamese,4.5,22,13,2,1,9,7,10,9,9
Pumpkin,Sphynx,3.5,21,12,0,0,8,7,6,7,8
Skittles,Siamese,4.5,23,13,2,1,8,7,10,8,10
Mai,Siamese,5.7,23,14,1,1,8,7,9,8,9
Amore,Bengal,6.9,34,14,2,1,10,7,9,8,9
Kei,Khao Manee,3.5,20,15,1,1,8,6,8,4,8
Hideo,Siamese,4.9,23,14,2,1,8,8,8,9,8
Ferrari,British Shorthair,4.0,25,17,2,1,4,5,5,4,8
Michio,Siamese,4.1,21,14,2,1,8,8,9,10,9
Winky,Siamese,5.5,25,13,2,1,9,6,10,9,9
Velvet,Siamese,3.3,26,13,2,1,7,8,8,10,9
Aloha,Siamese,5.4,23,12,1,1,8,7,9,8,10
Jett,Siamese,5.3,24,15,2,1,8,7,10,10,9
Yamaha,Siamese,5.0,25,13,2,1,7,8,8,8,9
Squanto,Siamese,4.6,25,13,1,1,7,8,10,8,8
Fuku,Siamese,5.1,21,13,1,1,7,8,9,8,8
Unique,Siamese,4.8,20,14,2,1,9,6,10,10,10
Logo,Siamese,3.8,22,12,1,1,8,6,8,8,8
Lambchop,Siamese,3.2,23,15,1,1,9,7,9,8,8
Maru,Bengal,4.3,35,13,2,1,8,6,9,8,7
Squanto,Siamese,5.5,20,12,2,1,8,6,8,9,9
Bunny,Siamese,3.1,21,13,1,1,9,8,10,9,10
Yoshi,Siamese,5.9,22,13,2,1,9,6,8,9,10
Dewdrop,Siamese,5.9,20,13,1,1,7,6,10,10,9
Blueberry,Bengal,7.1,25,16,1,1,10,8,9,6,9
Snugums,Persian,5.1,25,10,3,3,5,5,4,2,4
Claws,Siamese,3.0,22,12,1,1,9,8,9,9,8
Akihiko,Bengal,4.7,25,15,2,1,8,6,9,7,7
Daiki,Siamese,5.0,25,12,1,1,7,7,9,9,9
Waffles,Ragdoll,4.7,31,12,3,2,5,5,5,4,8
Mookie,Siamese,5.8,25,14,1,1,9,7,9,10,8
Daisy,Siamese,5.1,22,12,1,1,8,6,9,8,10
Butterfly,Siamese,5.1,21,14,2,1,8,6,8,8,8
Toshi,Siamese,5.1,23,14,1,1,7,8,9,9,9
Slinky,Siamese,3.7,21,14,2,1,7,6,10,9,8
Trixie,Persian,4.3,30,15,3,3,5,5,5,3,4
Nami,Persian,4.4,26,11,3,3,5,4,5,3,4
Napoleon,Siamese,4.8,25,15,2,1,8,7,9,10,9
Honcho,Persian,4.7,31,14,3,3,3,4,4,3,5
Zohra,Bengal,5.3,33,16,2,1,10,7,9,6,8
Hazel,Ragdoll,6.5,28,13,3,2,5,6,5,3,8
Fonz,Siamese,5.1,26,15,1,1,9,7,8,8,10
Juniper,Siamese,5.6,21,15,1,1,8,7,10,8,10
Squirrel,Siamese,3.8,25,15,1,1,9,6,8,9,10
Butterbean,Bengal,4.3,27,16,1,1,9,8,10,6,7
Queenie,Abyssinian,4.3,26,11,2,0,7,7,8,6,8
Kei,Siamese,4.3,23,14,1,1,8,6,8,10,9
Naoko,Siamese,4.2,23,14,1,1,7,6,9,8,8
Popcorn,Persian,3.3,30,13,3,3,3,4,5,2,4
Vida,Siamese,5.6,22,12,1,1,9,7,10,10,9
Amigo,Scottish Fold,3.9,24,13,3,2,4,6,5,3,9
Rumi,Siamese,3.0,20,12,1,1,7,6,8,10,10
Tofu,Siamese,3.6,26,15,2,1,8,8,9,9,10
Juro,British Shorthair,6.2,30,15,2,1,6,5,5,4,8
Penguin,Siamese,4.7,25,14,2,1,9,6,8,8,10
Marigold,Siamese,5.4,24,14,1,1,8,8,10,10,10
Tipsy,Siamese,4.3,22,15,1,1,8,8,8,10,8
Violet,Siamese,5.1,21,15,2,1,8,8,9,8,8
Rishi,Siamese,6.0,26,14,2,1,9,6,8,9,8
Kei,Siamese,4.2,26,13,1,1,7,8,8,8,9
Haiku,Sphynx,3.4,26,13,0,0,6,7,6,8,7
Fonz,Siamese,4.1,21,12,1,1,8,7,9,8,9
Katsuro,Siamese,3.8,25,15,1,1,8,8,9,8,9
Hisoka,Munchkin,2.7,15,14,2,1,6,7,8,6,9
Augustus,Siamese,3.0,22,14,1,1,7,8,8,10,9
Fuku,Siamese,3.6,26,12,2,1,8,6,10,10,10
Ginkgo,Siamese,5.4,26,12,1,1,8,6,8,9,9
Yuki,Siamese,5.9,24,12,1,1,9,6,10,8,8
Jasmine,Siamese,3.7,23,14,1,1,9,6,9,9,9
Shira,Siamese,4.9,22,14,1,1,9,8,9,10,9
Trinity,Siamese,4.1,24,14,2,1,8,6,8,8,8
Jasmine,Siamese,5.1,25,13,2,1,8,8,10,10,9
Ken,Siamese,3.9,25,14,1,1,8,6,8,9,9
Cho,Siamese,5.0,24,14,2,1,8,7,8,8,9
Maui,Sphynx,3.3,24,13,0,0,8,6,6,7,8
Marshmallow,Munchkin,2.5,18,14,2,1,7,7,8,5,7
Giggles,Persian,3.8,26,11,3,3,4,6,4,4,4
Nugget,Ragdoll,4.7,29,16,3,2,5,5,5,4,8
Rembrandt,Siamese,4.6,24,15,2,1,8,7,8,10,10
Tortie,Siamese,3.6,23,15,1,1,8,8,8,10,8
Jiggles,Siamese,5.5,21,15,1,1,8,7,8,8,10
Reo,Siamese,5.4,23,15,2,1,9,8,9,9,10
Snowflake,Siamese,5.7,20,15,2,1,8,7,10,9,9
Masuru,Siamese,4.2,22,14,2,1,8,8,8,9,9
Nesca,Siamese,4.8,24,15,1,1,9,6,10,9,9
Goofy,Siamese,4.3,26,15,2,1,7,8,9,9,9
Koko,Siamese,4.1,20,14,1,1,8,6,9,10,9
Alaska,Siamese,4.4,20,13,2,1,9,8,8,8,9
Sora,Siamese,3.2,24,13,1,1,7,8,8,9,8
Kabuki,Siamese,4.9,20,15,1,1,7,8,8,8,8
Lambchop,Khao Manee,3.7,26,12,1,1,7,7,9,5,9
Vista,Siamese,5.3,23,13,1,1,8,7,9,9,8
Vida,Siamese,4.9,24,15,2,1,7,8,10,10,10
Bumble,Siamese,5.0,25,13,1,1,8,8,9,8,10
Michiko,Siamese,4.0,26,12,2,1,8,7,9,10,10
Soda pop,Siamese,3.3,24,15,2,1,7,8,10,9,10
Matsui,Siamese,3.8,24,14,1,1,8,7,9,8,9
Ziggy,Siamese,4.9,20,15,1,1,9,6,9,10,10
Daisy,Siamese,4.5,20,13,2,1,7,7,10,10,8
Zohra,Abyssinian,3.6,23,15,2,0,9,7,9,6,9
Donatello,Siamese,5.9,25,14,2,1,7,6,8,9,9
Fuku,Siamese,3.6,25,15,2,1,9,7,9,9,9
Licorice,Siamese,5.5,22,14,1,1,7,6,8,8,10
Lancelot,Siamese,4.6,25,12,1,1,7,6,10,10,9
Ferrari,Siamese,3.1,20,14,1,1,9,6,9,9,10
Vanilla,Siamese,3.0,21,15,1,1,9,6,8,8,10
Butterfly,Siamese,4.6,23,14,1,1,7,7,9,9,8
Satya,Bengal,4.4,25,15,1,1,10,8,9,7,8
Sassy,Siamese,5.2,24,13,2,1,9,6,8,10,9
Taffy,Siamese,5.4,26,15,2,1,8,6,9,10,10
Muggles,Siamese,4.8,22,12,1,1,7,7,9,10,8
Vida,Sphynx,3.9,27,13,0,0,8,5,7,9,8
Apple,Khao Manee,4.7,24,14,2,1,8,7,8,5,8
Truffles,Siamese,5.9,26,14,2,1,7,8,10,9,9
Umeko,Persian,4.5,25,14,3,3,4,6,3,3,4
Bluebell,Munchkin,2.5,18,12,2,1,7,6,9,6,7
Hisashi,Bengal,7.7,35,15,2,1,9,6,9,6,7
Sora,Munchkin,3.2,18,12,2,1,5,6,7,6,7
Koto,Siamese,5.2,25,12,2,1,8,6,9,8,10
Aria,Persian,6.4,25,12,3,3,4,4,5,3,4
Blueberry,Siamese,5.5,26,15,2,1,8,7,10,10,10
Bundles,Persian,3.1,26,13,3,3,5,5,3,2,5
Furrball,Siamese,5.6,21,14,2,1,7,8,9,9,8
Keiko,Persian,4.3,27,10,3,3,3,6,3,2,6
Electro,Siamese,4.7,20,12,1,1,7,6,8,10,10
Buttercup,Siamese,3.1,21,12,2,1,8,7,8,9,8
Trixie,Ragdoll,8.9,29,14,3,2,3,5,6,3,6
Angel,Sphynx,4.9,23,14,0,0,7,6,7,9,8
Calix,Sphynx,4.9,20,12,0,0,8,6,7,9,7
Electro,Siamese,3.9,24,13,2,1,7,8,9,9,8
Calypso,Siamese,3.6,22,13,1,1,9,6,10,10,8
Sake,Siamese,3.4,25,12,1,1,8,7,10,8,8
Oki,Khao Manee,3.0,26,16,2,1,8,8,8,4,8
Donatello,Siamese,3.2,22,13,1,1,7,8,8,9,10
Kobe,Siamese,5.5,25,13,1,1,9,8,10,10,9
Geisha,Abyssinian,3.2,24,12,2,0,7,6,7,6,9
Michiko,Siamese,5.8,23,15,2,1,9,6,8,9,9
Iggy,Abyssinian,4.5,24,14,2,0,9,6,8,5,9
Masaaki,Sphynx,3.8,23,12,0,0,6,5,5,9,8
Galileo,Siamese,5.9,20,14,2,1,9,6,10,8,8
Cookie,Siamese,4.7,20,13,2,1,8,8,10,10,10
Zippy,Siamese,3.9,22,15,1,1,7,7,9,9,9
Sake,Siamese,4.5,21,12,1,1,8,7,9,8,8
Pixie,Siamese,4.6,21,14,2,1,7,8,8,10,10
Mitsuo,Siamese,4.1,25,12,1,1,7,6,10,9,10
Lakshmi,Siamese,5.4,26,15,1,1,7,8,10,10,10
Ayame,Siamese,6.0,25,15,1,1,7,7,9,8,8
Masaaki,Persian,3.8,27,15,3,3,3,5,4,2,5
Snuggles,Sphynx,4.6,25,14,0,0,6,5,6,9,8
Amigo,Siamese,4.3,20,12,1,1,7,8,10,9,8
Momo,Siamese,5.9,22,14,1,1,8,7,9,8,9
Peaches,Siamese,5.5,22,13,2,1,9,6,8,8,9
Kohana,Siamese,5.6,23,12,2,1,7,8,9,8,10
Fruit Loop,Munchkin,3.2,17,13,2,1,7,6,8,6,8
Vonnegut,Khao Manee,4.2,21,15,1,1,7,7,7,3,10
Jasmine,Siamese,3.1,25,13,2,1,8,6,9,10,9
Tipsy,Siamese,5.3,23,13,2,1,9,7,8,8,10
Karma,Siamese,5.1,21,12,1,1,8,7,10,8,8
Kitkat,Abyssinian,3.5,26,12,1,0,8,7,9,6,9
Rickles,Siamese,4.5,23,14,1,1,8,7,8,10,10
Barbie,Siamese,3.3,22,12,2,1,9,6,8,9,10
Avalon,Persian,5.0,26,14,3,3,4,6,5,3,4
Nariko,Siamese,3.3,25,12,2,1,9,7,8,9,8
Lara,Khao Manee,3.5,20,15,1,1,7,6,7,4,10
Sunshine,Siamese,4.2,22,12,1,1,9,8,8,9,10
Bumble,Siamese,5.0,20,12,2,1,8,7,9,8,8
Houdini,Siamese,3.6,24,12,2,1,7,6,8,10,9
Ozzy,Sphynx,4.5,21,12,0,0,8,6,7,9,9
Buddha,Siamese,5.1,20,14,2,1,7,6,8,10,8
Hiro,Siamese,5.7,26,14,2,1,8,6,9,9,9
Apple,Sphynx,3.9,21,13,0,0,6,7,7,9,7
Deja,Siamese,4.9,23,12,2,1,8,7,10,10,9
Kioko,Siamese,3.1,24,12,1,1,9,7,9,8,9
Kaddish,Siamese,4.3,20,12,2,1,7,7,9,9,8
Vega,Siamese,3.9,24,14,1,1,8,8,9,8,8
Mai,British Shorthair,5.3,25,17,2,1,4,7,4,4,6
Esperanto,Siamese,3.7,24,14,2,1,8,8,9,8,8
Hunny Bunny,Persian,4.7,32,11,3,3,5,6,5,2,5
Nariko,Abyssinian,3.1,21,11,2,0,8,8,8,5,9
Teacup,Siamese,4.5,26,12,2,1,9,8,10,9,9
Soda pop,Siamese,3.5,25,13,1,1,9,8,9,8,8
Snickers,Siamese,4.9,25,13,1,1,9,6,10,10,9
Sephora,Siamese,5.3,25,15,1,1,8,8,8,8,8
Warrior,Siamese,4.3,21,13,2,1,8,8,9,8,8
Masuru,Ragdoll,5.1,26,15,3,2,5,5,4,3,8
Hiroshi,Siamese,3.2,22,12,1,1,7,6,9,9,8
Bundles,Siamese,4.2,21,14,2,1,8,8,8,9,9
Aloha,Siamese,5.0,21,12,1,1,8,6,8,9,8
Hana,Sphynx,4.8,23,13,0,0,8,7,6,8,8
Aloha,Khao Manee,4.5,24,13,2,1,6,7,8,3,10
Baby Bear,Siamese,5.7,25,12,1,1,7,8,10,9,9
Banjo,Siamese,3.7,24,15,1,1,7,7,9,10,9
Diva,Siamese,3.2,23,12,1,1,8,7,10,10,9
Squanto,Bengal,4.4,34,15,2,1,9,6,9,6,7
Bubble,Siamese,5.1,24,14,2,1,7,7,8,10,9
Frisky,Siamese,5.5,21,12,1,1,9,8,9,10,10
Dante,Siamese,4.2,24,14,2,1,9,8,8,9,10
Rembrandt,Siamese,5.9,24,12,1,1,8,8,8,8,10
Nori,Siamese,3.9,25,14,1,1,9,7,8,10,10
Sushi,Siamese,5.9,24,12,1,1,8,8,9,10,9
Daisuke,Sphynx,4.6,23,12,0,0,8,5,7,9,7
Prince,Sphynx,4.6,22,12,0,0,7,7,6,9,9
Pickles,Siamese,5.6,24,14,1,1,9,6,10,10,10
Balzac,Siamese,5.8,20,12,2,1,7,7,8,8,10
Vanilla,Siamese,3.8,22,13,2,1,8,6,8,8,10
Amiga,Siamese,4.4,25,12,1,1,9,8,9,9,9
Misty,Siamese,5.6,22,14,1,1,9,7,10,9,8
Cricket,Siamese,3.8,23,15,1,1,9,7,9,9,9
Mai,Khao Manee,4.7,23,15,1,1,6,6,8,3,9
Twinkie,Siamese,4.7,25,13,1,1,9,7,10,10,8
Sushi,Siamese,3.6,25,15,1,1,8,8,9,10,10
Bella,Siamese,3.4,24,15,2,1,7,8,9,8,8
Opal,Siamese,3.5,20,13,2,1,9,8,9,10,8
Buggles,Siamese,4.3,22,13,1,1,9,7,8,9,9
Aria,Siamese,4.5,24,13,1,1,9,6,10,10,8
Olympia,Siamese,3.6,20,15,1,1,9,8,10,8,9
Lucky,Siamese,4.3,20,13,1,1,7,7,10,8,8
Jasmine,Siamese,4.0,21,14,2,1,9,7,8,10,9
Juro,Siamese,3.6,26,15,2,1,9,6,10,9,8
Tempo,Siamese,3.3,25,12,1,1,7,6,10,8,10
Amaya,Siamese,4.5,23,14,2,1,7,7,8,8,9
Gum Drop,Siamese,5.6,21,15,2,1,7,8,10,10,10
Romeo,British Shorthair,5.6,28,17,1,1,4,5,5,2,7
Angel,Siamese,3.7,26,13,2,1,7,8,10,10,9
Katsumi,Siamese,3.2,24,15,1,1,8,6,10,9,8
Hobbes,Siamese,3.7,23,14,1,1,9,6,9,10,10
Crocket,Siamese,3.0,22,12,1,1,8,8,9,8,9
Ozzy,Siamese,3.7,21,13,2,1,9,7,8,9,8
Cupcake,Bengal,6.6,25,13,1,1,10,7,10,8,9
Nala,Siamese,5.7,21,13,1,1,7,6,8,9,8
Cassava,Siamese,4.6,23,13,1,1,9,6,8,9,10
Tiara,Siamese,4.3,25,13,1,1,8,8,10,8,10
Rei,Siamese,5.7,25,13,2,1,9,6,8,9,9
Arwen,Siamese,5.3,25,15,2,1,8,7,8,8,9
Kei,Siamese,4.0,24,12,1,1,7,8,9,8,10
Regala,Siamese,3.1,23,12,1,1,7,7,10,9,9
Kyoko,Siamese,4.5,22,14,2,1,9,6,10,8,10
Nao,Siamese,5.3,25,13,2,1,8,6,10,9,9
Chika,Siamese,4.8,24,12,2,1,7,7,10,8,9
Kiwi,Siamese,4.8,22,12,2,1,8,8,9,8,8
Hazel,Siamese,4.6,25,15,2,1,8,8,8,10,8
Pocket,Khao Manee,4.9,21,16,1,1,7,8,8,5,8
Poppy,Siamese,5.8,24,12,2,1,9,7,9,8,10
Bubbles,Siamese,4.1,22,13,2,1,7,7,10,9,10
Bonbon,Siamese,5.8,25,13,2,1,8,8,8,9,8
Pele,Bengal,5.5,35,16,2,1,8,6,9,8,7
Ichiro,Siamese,3.1,22,12,2,1,9,8,8,8,10
Haiku,Siamese,3.1,25,15,1,1,7,6,10,9,9
Victor,Siamese,5.4,24,13,2,1,7,6,9,10,8
Jiro,Siamese,4.3,23,12,2,1,9,7,10,10,8
Rickles,Siamese,4.8,24,13,1,1,7,8,8,10,9
Jasmine,Siamese,4.3,21,14,1,1,8,8,8,10,10
Buddha,Siamese,5.0,21,12,2,1,8,6,8,9,9
Akira,Siamese,5.9,23,15,1,1,9,6,8,10,10
Sumo,Siamese,3.1,20,12,1,1,8,8,8,10,9
Polkadot,Siamese,5.4,24,15,1,1,9,6,10,8,10
Claws,Siamese,5.4,20,12,1,1,8,6,9,9,10
Celestia,Sphynx,4.9,22,13,0,0,7,6,7,7,7
Koji,Siamese,4.4,24,12,2,1,9,6,8,10,10
Isamu,Siamese,3.6,24,13,1,1,9,6,10,9,10
Winky,Siamese,5.7,25,14,2,1,7,7,8,10,8
Aimi,Sphynx,4.9,20,14,0,0,6,5,6,9,9
Kipling,Khao Manee,4.7,26,15,2,1,7,7,7,5,9
Lakshmi,Siamese,4.5,22,12,1,1,7,6,9,8,10
Logo,Siamese,3.7,26,12,2,1,9,6,9,10,9
Pawsie,Siamese,3.6,24,12,2,1,8,7,8,8,10
Donatello,Siamese,5.6,22,12,2,1,7,7,10,10,10
Peanut,Ragdoll,9.0,25,12,3,2,3,7,6,2,7
Jujube,Khao Manee,4.5,20,16,2,1,6,7,9,3,10
Norio,Siamese,3.7,26,14,2,1,8,8,9,9,8
Jimbo,Siamese,3.2,20,15,2,1,8,6,9,10,9
Koto,Siamese,4.8,22,14,2,1,8,7,8,9,10
Kipling,Siamese,4.8,25,15,2,1,7,7,9,10,10
Nala,Siamese,6.0,22,13,1,1,7,6,8,10,8
Dejavu,Siamese,5.2,24,13,2,1,9,8,8,8,8
Cuddles,Siamese,3.7,26,14,2,1,7,6,10,8,9
Bambi,Siamese,4.5,26,13,2,1,9,8,10,9,10
Ambrosia,Siamese,4.6,24,12,1,1,7,6,9,8,10
Truffles,Siamese,4.7,26,13,2,1,9,8,10,9,8
Euripides,Siamese,5.0,22,14,1,1,9,8,8,9,9
Jimbo,Siamese,4.3,21,12,2,1,9,7,8,8,8
Amadeus,Siamese,3.3,26,14,2,1,7,7,10,10,9
Dizzy,Abyssinian,3.5,23,13,2,0,7,6,8,7,8
Cotton Candy,Siamese,4.7,25,14,2,1,7,8,8,10,8
Bubbles,Siamese,5.1,25,12,2,1,7,8,10,8,8
Masaaki,Siamese,5.6,25,13,2,1,9,6,10,10,9
Frisky,Abyssinian,4.5,23,11,2,0,9,6,7,5,10
Schmoopy,Siamese,5.1,21,15,2,1,7,6,10,10,8
Momo,Siamese,4.7,25,13,2,1,7,7,9,8,8
Munchkin,Sphynx,4.8,20,12,0,0,8,6,5,7,7
Hobbes,Siamese,4.0,22,13,1,1,8,8,10,10,10
Chipmunk,Ragdoll,8.9,31,15,3,2,4,7,4,4,8
Calypso,Siamese,5.8,26,13,2,1,8,8,10,10,10
Truffles,Siamese,4.6,23,13,1,1,9,7,8,8,8
Keiko,Abyssinian,3.2,21,10,2,0,9,8,9,7,10
Jellybean,Siamese,5.9,25,13,2,1,9,8,10,8,10
Kohana,Siamese,5.9,25,15,2,1,7,8,9,9,10
Zion,Siamese,5.9,24,15,1,1,9,6,8,8,8
Cookie,Persian,4.4,26,13,3,3,3,5,4,2,4
Persephone,Persian,6.2,28,14,3,3,5,5,3,4,6
Daisuke,Persian,5.8,29,13,3,3,4,5,4,2,6
Elvis,Siamese,3.2,23,12,2,1,7,8,10,9,9
Cutesy,Siamese,5.3,21,15,2,1,7,6,8,9,10
Koji,Ragdoll,4.5,29,15,3,2,3,6,5,4,7
Jiro,Siamese,5.5,21,12,1,1,7,8,10,8,10
Morocco,Siamese,4.4,25,13,2,1,7,6,8,8,10
Geisha,Siamese,5.0,26,12,2,1,7,7,9,9,10
Bambi,Abyssinian,3.8,24,14,2,0,9,7,7,7,8
Asami,Siamese,5.0,26,15,1,1,8,8,9,8,9
Domino,Siamese,3.8,24,14,2,1,7,6,10,8,10
Mirage,Siamese,3.9,23,13,2,1,8,7,10,10,8
Amadeus,Siamese,5.8,20,12,2,1,9,6,10,9,8
Winky,Siamese,5.2,21,14,1,1,9,6,8,9,10
Guinevere,Bengal,6.0,34,12,2,1,8,7,9,8,8
Orion,Siamese,5.8,22,13,2,1,9,6,9,8,8
Jasmine,Abyssinian,4.2,22,15,2,0,9,6,7,5,9
Chiffon,Abyssinian,4.3,20,11,1,0,8,7,9,7,10
Nobu,Siamese,3.7,20,12,1,1,9,7,9,10,10
Cute,Siamese,6.0,25,15,1,1,7,8,10,10,9
Yuki,Siamese,4.0,21,15,2,1,7,8,9,8,10
Soda pop,Siamese,3.1,26,13,2,1,9,7,10,10,10
Hunny Bunny,Bengal,7.4,32,14,1,1,10,6,9,7,9
Olympia,Siamese,3.6,24,14,1,1,7,8,9,9,10
Orion,Siamese,5.7,24,12,2,1,8,8,8,8,9
Judo,Siamese,4.6,26,13,1,1,7,8,8,10,9
Tiara,Persian,3.8,28,12,3,3,4,6,5,3,6
Velvet,Siamese,5.5,20,12,2,1,7,7,9,8,10
Amaya,Siamese,4.8,24,14,2,1,8,8,8,8,10
Harmonica,Siamese,4.4,26,15,2,1,7,8,8,8,10
Jiro,Sphynx,3.8,27,14,0,0,8,5,7,9,7
Sassy,Siamese,5.1,21,15,2,1,7,7,10,10,9
Kaddish,Siamese,4.0,26,15,1,1,7,6,9,8,8
Kabuki,Siamese,3.5,21,14,1,1,7,8,8,8,8
Fresca,Siamese,5.4,26,12,1,1,8,7,10,8,9
Nao,Siamese,4.1,25,15,2,1,7,6,8,9,10
Matsui,Siamese,3.8,21,15,1,1,8,7,9,8,9
Euripides,Persian,4.2,32,12,3,3,3,6,5,4,6
Euripides,Siamese,5.1,22,12,1,1,9,6,10,8,8
Toshi,Siamese,3.5,25,14,1,1,9,7,8,10,10
Matsui,Siamese,3.3,22,14,2,1,7,7,9,8,8
Gemini,Siamese,3.3,23,13,2,1,9,6,8,9,10
Escrow,Siamese,3.3,25,15,2,1,7,8,10,8,9
Ambrosia,Persian,3.4,27,11,3,3,5,4,5,2,6
Rainbow,Sphynx,4.4,23,14,0,0,6,7,5,9,8
Morocco,Khao Manee,4.1,20,13,2,1,8,8,7,5,8
Ichiro,Siamese,4.2,20,12,1,1,7,8,9,10,8
Hideko,Siamese,4.3,25,13,1,1,9,7,9,9,10
