Name,Breed,Weight,Height,Life Expectancy,Coat Length,Grooming Needs,Energy Level,Intelligence Level,Playfulness,Vocalization,Adaptability
Tofu,Bengal,4.8,28,14,1,1,9,7,10,6,8
Isao,Persian,4.3,30,15,3,3,3,6,3,4,6
Catnip,Sphynx,3.3,23,14,0,0,6,5,5,8,8
Yoshi,British Shorthair,4.3,26,12,2,1,6,6,5,4,6
Nao,Scottish Fold,4.5,26,12,2,2,4,7,6,5,8
Juro,Siamese,4.2,25,14,1,1,9,6,9,8,9
Koko,Munchkin,3.1,21,12,1,1,5,8,7,4,7
Popcorn,Munchkin,2.0,16,12,1,1,5,6,7,4,7
Taiki,Khao Manee,3.8,25,12,1,1,8,6,9,3,8
Cuddles,Bengal,6.6,35,13,1,1,8,6,9,8,9
Christmas,Persian,3.0,30,11,3,3,5,5,4,4,5
Cookie,Munchkin,2.9,21,14,1,1,6,8,9,4,8
Pixie,Abyssinian,4.7,24,11,2,0,8,8,9,6,10
Orion,Siamese,5.0,21,13,1,1,7,7,10,8,8
Cashmere,Persian,4.3,28,14,3,3,5,4,5,2,4
Regala,Siamese,4.1,20,14,1,1,7,7,9,10,8
Taffy,Abyssinian,3.3,21,10,1,0,9,6,8,5,9
Taiki,Persian,5.4,27,14,3,3,3,5,3,4,4
Cuddles,Munchkin,2.0,20,12,1,1,5,7,7,4,7
Kuro,Scottish Fold,5.1,24,15,3,2,5,6,6,5,7
Puddin,British Shorthair,6.4,27,13,1,1,6,7,3,2,6
Fuzzie,Khao Manee,4.3,22,15,1,1,7,8,9,5,8
Bambi,Munchkin,3.3,18,14,2,1,5,6,8,4,7
Fuzzie,Bengal,5.7,30,12,1,1,8,6,9,7,8
Rickles,Bengal,5.3,31,15,1,1,10,6,9,6,8
YinYang,Ragdoll,8.3,32,15,3,2,3,5,4,3,7
Cho,Persian,4.6,26,13,3,3,3,5,4,4,5
Diamond,Siamese,4.4,24,13,2,1,8,8,10,9,8
Vega,Munchkin,2.4,16,12,1,1,7,6,7,6,7
Huntress,Ragdoll,6.1,30,14,3,2,3,7,6,2,6
Baby Bear,Siamese,3.1,22,12,2,1,7,6,8,8,9
Queenie,Bengal,7.0,30,16,2,1,10,8,10,8,7
Ruby,Munchkin,3.8,16,13,2,1,5,6,7,5,9
Yumi,Munchkin,2.1,18,14,2,1,7,7,7,6,9
Muffin,Siamese,3.3,22,14,2,1,8,8,10,10,10
Mai,Scottish Fold,3.9,26,13,3,2,4,7,5,3,7
Electra,Khao Manee,4.6,26,12,1,1,6,6,8,5,9
Honeybee,Persian,3.3,27,13,3,3,5,5,4,2,4
Orion,British Shorthair,5.4,26,14,1,1,5,7,4,4,7
Siddhartha,Bengal,7.2,33,12,1,1,8,6,10,7,7
Goldilocks,Sphynx,3.8,25,13,0,0,8,6,5,7,7
Butterbean,Scottish Fold,4.8,26,12,3,2,6,8,7,5,9
Alaska,Persian,6.6,30,14,3,3,5,4,4,3,5
Akira,Munchkin,3.0,16,14,2,1,5,6,8,4,7
Button,Abyssinian,3.6,26,12,1,0,7,7,8,6,8
Flower,Sphynx,3.3,23,14,0,0,7,5,7,9,9
Beowulf,Siamese,3.9,20,13,2,1,7,6,9,9,9
Apple,Abyssinian,3.4,24,12,2,0,8,8,7,5,8
Avalon,Ragdoll,5.6,31,16,3,2,4,6,6,3,6
Barbie,Khao Manee,4.4,20,14,2,1,7,7,8,4,8
Biscuit,Abyssinian,3.8,25,10,1,0,9,8,7,6,10
Fresca,Munchkin,3.1,19,12,2,1,6,8,7,6,9
Alaska,Khao Manee,4.4,23,15,1,1,8,6,9,3,10
Tortie,Bengal,7.2,35,14,2,1,9,8,10,6,8
Bumble,Bengal,7.1,33,14,1,1,8,8,9,7,8
Zohra,Munchkin,2.1,16,13,1,1,6,6,7,6,7
Maui,British Shorthair,5.7,27,16,1,1,4,6,4,2,6
Giggles,Bengal,4.8,33,16,1,1,10,6,10,7,8
Akihiko,British Shorthair,5.1,29,12,2,1,5,7,5,2,6
Reiko,Abyssinian,3.8,20,15,2,0,8,8,8,7,8
Dejavu,Munchkin,2.0,19,14,2,1,6,8,8,5,8
Emi,Khao Manee,3.2,23,16,1,1,6,8,8,4,8
Hideko,Abyssinian,3.9,23,15,1,0,7,6,9,6,9
Kiwi,Scottish Fold,4.0,25,12,3,2,6,6,5,4,8
Mookie,Siamese,4.1,26,12,1,1,7,7,9,10,10
Marie,Scottish Fold,6.0,25,13,3,2,6,6,5,3,7
Mookie,Munchkin,3.9,18,12,2,1,7,7,7,6,9
Trinity,Ragdoll,7.0,29,12,3,2,3,7,4,4,7
Norio,Abyssinian,4.8,22,15,1,0,7,8,8,6,10
Lucky,British Shorthair,4.7,28,13,2,1,5,5,5,2,7
Hickle,British Shorthair,5.5,29,16,2,1,4,7,3,3,8
Blueberry,Khao Manee,3.7,25,16,2,1,8,8,8,3,8
Cricket,Scottish Fold,4.0,26,12,2,2,6,8,7,4,9
Blacky,Bengal,6.2,33,14,2,1,8,8,10,7,9
Jellybean,Scottish Fold,4.4,22,15,2,2,4,8,5,3,8
Calico,Scottish Fold,4.3,25,15,3,2,6,8,6,5,8
Honeybee,Ragdoll,4.7,30,12,3,2,3,7,6,4,6
Sora,Siamese,5.3,20,13,2,1,8,6,9,10,10
Cloudy,British Shorthair,6.3,28,13,1,1,6,6,5,3,8
Orion,British Shorthair,5.5,25,17,1,1,4,6,4,3,7
Escrow,Siamese,3.8,23,13,1,1,7,7,8,8,10
Eri,Bengal,5.8,29,16,1,1,9,6,9,7,8
Lynx,Siamese,5.5,23,14,1,1,9,7,8,9,8
Satya,Munchkin,2.2,20,14,1,1,6,6,8,4,9
Kabuki,Siamese,5.2,22,12,2,1,8,6,10,8,10
Hiccup,Persian,4.0,31,13,3,3,4,6,4,4,5
Snuggles,Munchkin,2.7,19,12,2,1,6,7,7,5,8
Rainbow,Persian,3.7,31,10,3,3,3,5,4,3,6
Baby Doll,Ragdoll,5.7,25,14,3,2,4,6,5,3,6
Nibbles,Sphynx,3.7,26,14,0,0,7,6,7,9,7
Tamika,Sphynx,3.5,25,13,0,0,6,5,7,8,9
Arwen,Persian,6.8,29,11,3,3,3,6,5,2,5
Twiggie,Persian,4.7,29,14,3,3,3,4,4,3,5
Yuki,Khao Manee,4.0,25,12,1,1,7,7,9,5,10
Puddin,British Shorthair,5.4,27,12,1,1,5,5,5,4,6
Sora,Abyssinian,5.0,23,11,1,0,9,6,9,6,8
Navajo,Bengal,4.6,26,14,2,1,9,6,9,6,8
Adorable,Sphynx,3.4,26,12,0,0,7,6,6,9,9
Pharaoh,Abyssinian,3.1,21,12,1,0,7,6,7,6,8
Osprey,Scottish Fold,5.6,23,14,2,2,6,7,5,3,7
Booboo,Sphynx,3.4,26,12,0,0,8,6,6,9,7
Prince,Khao Manee,3.7,21,16,2,1,6,6,8,5,10
Jett,Siamese,5.5,22,13,2,1,8,7,8,8,10
Sephora,Persian,6.3,31,14,3,3,3,4,3,3,6
Twiggie,British Shorthair,5.7,25,17,2,1,6,6,5,3,8
Ivory,Abyssinian,4.4,26,12,1,0,9,7,7,5,10
Taka,British Shorthair,4.0,28,15,1,1,6,7,4,3,6
Hobbes,Scottish Fold,5.8,25,12,2,2,5,7,5,3,9
Cute,Sphynx,4.0,27,12,0,0,8,7,5,7,8
Tigger,Ragdoll,8.4,26,14,3,2,3,7,6,2,6
Godfather,Sphynx,4.6,25,13,0,0,8,7,5,9,8
Shira,Khao Manee,4.1,22,15,2,1,8,7,9,4,9
Fluffikins,Bengal,6.1,26,13,2,1,10,6,10,6,8
Daisy Love,Ragdoll,4.9,29,13,3,2,4,6,4,4,8
Katsuro,Munchkin,3.6,16,13,1,1,7,6,7,4,9
Licorice,Khao Manee,3.4,20,16,2,1,8,7,8,3,8
Milkshake,Siamese,5.2,23,13,2,1,8,6,9,10,8
Suzuki,Siamese,4.5,22,14,2,1,9,6,10,8,8
Maru,British Shorthair,4.4,29,17,2,1,5,5,3,3,8
Michiko,British Shorthair,5.4,30,15,2,1,6,7,4,2,6
Pele,Ragdoll,8.8,25,15,3,2,4,6,6,2,7
Eiko,Munchkin,2.7,21,14,2,1,7,7,7,6,9
Adorable,Khao Manee,3.1,20,16,1,1,7,8,7,5,8
Aimi,Sphynx,4.7,22,14,0,0,8,7,6,7,7
Doraemon,Siamese,3.1,23,12,1,1,8,6,9,9,10
Orion,Munchkin,2.9,17,13,1,1,7,8,7,5,9
Purrfect,Munchkin,3.0,19,12,1,1,7,6,8,5,7
Jazzy,Munchkin,2.5,16,12,1,1,7,7,7,4,7
Nobu,Abyssinian,3.2,23,13,1,0,8,6,7,7,8
Tuggles,British Shorthair,6.0,30,12,1,1,6,6,3,3,8
Violet,Bengal,4.6,33,13,1,1,9,8,10,8,9
Sapphire,Abyssinian,4.1,22,12,1,0,9,8,9,5,10
Whitman,British Shorthair,4.2,29,15,1,1,5,7,5,4,6
Sake,Persian,4.3,31,15,3,3,4,5,4,3,4
Butterfly,Ragdoll,8.7,30,17,3,2,3,6,4,4,6
Kameko,Bengal,7.5,31,14,2,1,8,6,10,7,7
Buggles,Sphynx,3.6,22,13,0,0,8,7,6,8,7
Venus,Ragdoll,7.2,25,12,3,2,5,5,6,3,7
Blossom,Scottish Fold,4.5,25,13,3,2,5,7,7,5,8
Catwoman,Siamese,5.1,26,12,2,1,8,7,9,10,9
Fifi,Scottish Fold,3.6,26,14,2,2,4,6,5,5,7
Lara,Siamese,5.7,20,13,1,1,9,6,10,8,8
Moonbeam,Scottish Fold,4.6,22,13,3,2,6,8,7,5,8
Kin,Ragdoll,7.4,25,14,3,2,4,7,4,4,6
Oki,Bengal,7.0,35,15,1,1,9,8,10,8,8
Penelope,Khao Manee,3.9,25,15,1,1,8,7,8,3,10
Fluffikins,Bengal,4.9,34,14,1,1,9,6,9,7,7
Arwen,Siamese,5.5,25,13,1,1,9,6,10,9,8
Yuki,Scottish Fold,5.1,20,12,3,2,6,6,6,5,9
Sweetness,Siamese,5.4,22,15,2,1,7,7,9,10,8
Pharaoh,Bengal,6.3,34,16,1,1,10,6,10,7,9
Akira,Persian,7.0,32,10,3,3,4,4,5,2,6
Queenie,Bengal,5.4,28,13,1,1,8,6,10,8,7
Maeko,Siamese,3.1,23,15,1,1,9,7,8,8,10
Bella,Sphynx,4.0,21,13,0,0,6,7,7,7,9
Radar,Munchkin,2.1,15,13,2,1,7,8,9,6,8
Rickles,Bengal,5.4,35,13,1,1,10,8,10,6,8
Yoshie,Scottish Fold,4.5,22,14,3,2,4,7,7,4,8
Ambrosia,Khao Manee,3.5,26,12,2,1,6,8,8,3,8
Michio,Munchkin,3.3,19,12,1,1,6,7,9,5,9
Archimedes,Sphynx,3.5,27,13,0,0,8,5,6,9,7
Buggles,Siamese,3.1,20,15,1,1,7,6,10,10,9
Olympia,Abyssinian,3.9,22,15,2,0,8,8,9,7,10
Giggles,Persian,3.1,29,14,3,3,3,5,4,4,5
Makoto,Ragdoll,6.7,28,17,3,2,5,7,6,4,6
Esperanto,Ragdoll,8.0,32,13,3,2,3,6,6,2,7
Soda pop,Ragdoll,4.5,28,12,3,2,3,6,5,3,7
Daisy,Bengal,6.3,27,12,1,1,8,7,10,8,8
Deja,Khao Manee,4.1,26,15,1,1,8,8,9,3,10
Regala,Munchkin,3.9,15,14,1,1,7,7,9,6,7
Masuru,Abyssinian,4.3,24,10,1,0,8,7,9,6,10
Geneva,Khao Manee,4.6,22,12,2,1,8,6,9,5,9
Akihiro,Siamese,4.9,21,15,2,1,8,7,9,9,10
Ziggy,Persian,5.4,29,11,3,3,3,5,3,2,5
Blackberry,Siamese,3.1,26,13,2,1,8,8,10,8,10
Michiko,Siamese,4.4,20,12,1,1,7,7,8,10,10
Shiraz,Siamese,4.2,25,12,1,1,9,7,8,9,8
Isamu,Abyssinian,3.7,26,12,2,0,7,8,9,7,10
Demi,Ragdoll,7.6,26,17,3,2,3,6,4,2,7
Kitty,Siamese,5.1,26,14,2,1,8,7,9,9,8
Squiggle,British Shorthair,6.9,26,14,1,1,6,5,5,4,7
Naoko,Munchkin,2.8,20,14,1,1,6,8,8,6,9
Celestia,Ragdoll,7.6,30,16,3,2,3,5,4,3,7
Taffy,British Shorthair,6.4,28,15,1,1,6,6,5,4,7
Fonzie,Abyssinian,3.4,20,12,2,0,9,8,7,7,9
Norio,Khao Manee,4.7,21,14,1,1,8,6,9,5,8
Bunny,Persian,4.4,27,10,3,3,4,6,3,3,5
Figaro,Khao Manee,3.5,23,13,2,1,7,7,9,5,8
Ramses,Bengal,4.4,34,14,2,1,10,8,9,7,9
Twinkle,Khao Manee,3.8,24,12,1,1,8,8,9,5,9
Noodles,Khao Manee,4.4,25,13,1,1,6,6,7,4,8
Winky,Abyssinian,3.8,23,15,1,0,7,6,7,5,8
Jasmine,Abyssinian,3.4,22,14,2,0,8,7,7,6,9
Boo,Munchkin,2.1,17,12,1,1,6,8,7,6,7
Patches,Sphynx,3.7,24,13,0,0,7,7,7,8,8
Nariko,Scottish Fold,4.5,23,13,2,2,4,7,5,3,8
Cute,British Shorthair,4.2,27,16,2,1,5,7,4,4,7
Banjo,British Shorthair,6.4,27,15,1,1,5,6,3,2,7
Daisy Love,Sphynx,4.5,22,14,0,0,7,7,6,9,9
Whiskers,Scottish Fold,4.2,22,14,3,2,6,8,7,4,9
Schmoopy,Khao Manee,4.9,22,15,1,1,7,7,9,3,10
Trinity,Bengal,5.9,26,12,2,1,8,7,10,8,7
Moonbeam,Siamese,3.9,20,14,2,1,7,6,9,9,9
Yumi,Persian,5.2,30,12,3,3,3,4,4,3,4
Hippie,Abyssinian,4.6,24,12,1,0,9,7,9,7,10
Zipper,British Shorthair,4.2,29,12,1,1,5,7,5,3,8
Nibbles,Munchkin,2.9,17,12,2,1,6,7,8,5,7
Iggy,Khao Manee,4.0,26,12,2,1,7,7,8,5,8
Domino,Munchkin,2.3,20,12,2,1,5,8,7,4,8
Kipling,Abyssinian,4.3,24,14,1,0,8,6,7,6,10
Diamond,Munchkin,3.1,16,14,2,1,5,6,9,5,7
Noodles,Persian,5.4,30,12,3,3,4,5,5,3,6
Cute,Sphynx,3.1,23,12,0,0,6,6,5,7,9
Nobu,British Shorthair,5.5,30,15,1,1,4,6,4,2,6
Kitty,Scottish Fold,5.8,26,14,3,2,4,8,7,4,8
Typhoon,British Shorthair,6.2,30,15,1,1,6,5,4,3,8
Daisy Love,Khao Manee,4.0,24,12,1,1,7,6,7,4,8
Christmas,British Shorthair,5.3,25,14,2,1,6,6,4,3,7
Cosmo,Persian,5.0,28,10,3,3,3,4,4,3,5
Blackberry,Ragdoll,5.7,32,17,3,2,3,5,6,3,8
Amigo,Sphynx,4.4,27,12,0,0,8,5,6,7,9
Cute,Persian,3.8,29,13,3,3,3,6,3,2,6
Diamond,Persian,6.1,31,11,3,3,4,4,4,4,4
Hemingway,Persian,5.2,27,12,3,3,5,5,3,4,5
Asami,Siamese,4.1,21,14,2,1,8,7,8,9,9
Yoko,Abyssinian,4.1,23,14,2,0,9,7,9,5,10
Enerla,Scottish Fold,4.4,21,12,3,2,6,6,7,3,9
Nugget,British Shorthair,6.2,27,15,2,1,6,5,3,2,8
Poppy,Munchkin,2.8,21,12,2,1,7,7,7,5,8
Christmas,Siamese,5.9,23,15,1,1,7,8,9,9,9
Masi,Abyssinian,3.9,24,14,1,0,8,6,7,7,9
Mocha,Munchkin,3.5,15,13,2,1,5,6,7,5,9
Cute,British Shorthair,5.6,27,14,1,1,4,6,3,4,7
Yukio,Persian,5.6,28,15,3,3,4,4,4,2,5
Quest,Ragdoll,5.5,32,16,3,2,4,7,6,3,6
More,Khao Manee,4.3,25,13,2,1,8,6,8,3,9
Rumi,Persian,6.0,30,14,3,3,5,5,4,4,6
Yoshie,Abyssinian,4.6,22,10,2,0,9,7,7,6,10
Giggles,Bengal,7.9,26,13,1,1,9,6,9,8,9
Schmoopy,Munchkin,3.8,16,12,1,1,7,8,8,5,9
Truffles,Khao Manee,3.6,22,13,2,1,7,7,9,5,10
Corazon,Sphynx,4.4,27,14,0,0,7,6,6,7,8
Augustus,Khao Manee,3.3,26,16,1,1,6,6,9,3,9
Augustus,British Shorthair,4.4,29,14,1,1,6,7,3,4,6
Cookie,Sphynx,3.2,24,12,0,0,7,5,7,7,9
Blueberry,Persian,4.1,32,11,3,3,4,4,3,3,4
Ginkgo,Ragdoll,8.1,30,13,3,2,3,7,5,4,7
Arwa,Khao Manee,4.2,20,16,2,1,7,8,8,5,8
Yori,Scottish Fold,3.9,25,14,2,2,4,7,7,5,8
Morocco,Scottish Fold,4.3,20,12,3,2,5,7,5,5,7
Hisashi,Ragdoll,5.1,27,15,3,2,4,7,6,3,8
Sho,Munchkin,2.7,19,12,2,1,7,6,7,4,8
Cricket,Scottish Fold,5.2,25,13,2,2,5,7,5,3,8
Tempo,Bengal,5.0,25,16,2,1,10,7,10,8,7
Munchkin,Persian,3.2,28,11,3,3,3,4,4,2,5
Caramel,Munchkin,3.3,17,13,2,1,7,6,7,5,7
Midori,Persian,5.6,31,10,3,3,4,4,4,3,4
Cuddlebug,Ragdoll,7.4,29,12,3,2,5,7,4,3,8
Wiggles,Siamese,3.7,20,15,2,1,8,7,10,10,10
Wiggles,Abyssinian,4.6,23,10,2,0,9,6,8,6,8
YinYang,Siamese,5.2,21,15,1,1,7,6,9,9,8
Calypso,Khao Manee,3.6,26,13,1,1,7,6,8,5,10
Fonzie,Abyssinian,3.4,26,15,1,0,9,6,7,5,10
Haiku,Scottish Fold,4.3,21,15,2,2,6,7,7,4,9
Nugget,Bengal,6.0,28,14,2,1,9,8,9,6,7
Escrow,Munchkin,3.7,16,13,2,1,7,8,8,6,7
Shiraz,Ragdoll,6.6,25,15,3,2,5,7,5,4,6
Daisy,Ragdoll,4.7,29,16,3,2,5,7,5,2,7
Samurai,Scottish Fold,3.8,25,14,2,2,6,7,6,5,9
Eliazar,Ragdoll,8.0,29,17,3,2,5,7,6,3,6
Sumo,Abyssinian,4.4,23,11,1,0,8,7,8,6,10
Neptune,Siamese,3.4,23,14,2,1,9,8,10,9,8
Phoenix,Ragdoll,4.9,29,12,3,2,5,6,4,3,8
Sacagawea,Abyssinian,3.1,25,10,1,0,8,7,9,5,10
Venus,Bengal,7.5,25,12,2,1,9,6,10,6,7
Cotton Candy,Scottish Fold,3.9,24,13,3,2,4,7,7,5,8
Amaya,Abyssinian,3.7,26,12,2,0,7,6,8,5,9
Nori,Scottish Fold,4.4,24,12,3,2,6,7,5,5,7
Bubble,Siamese,4.1,20,14,2,1,8,7,8,9,9
Leia,Ragdoll,8.2,32,15,3,2,4,5,4,3,6
Vista,Persian,5.3,32,15,3,3,5,4,4,2,5
Cookie,Khao Manee,3.7,26,15,1,1,6,6,9,5,8
Wiggles,Persian,5.4,31,10,3,3,5,6,4,3,5
Booboo Beans,Siamese,5.1,23,15,2,1,9,7,10,8,9
Amigo,Khao Manee,4.7,25,14,2,1,7,8,7,3,8
Yori,Abyssinian,4.9,22,14,1,0,7,8,9,7,10
Schmoopy,Sphynx,4.0,22,14,0,0,8,6,5,9,9
Hiromi,Munchkin,2.4,15,14,2,1,7,6,7,4,9
Olympia,Siamese,5.3,20,13,2,1,7,8,9,10,10
Biscuit,Ragdoll,5.4,26,13,3,2,3,5,4,4,6
Tipsy,Abyssinian,4.6,22,14,1,0,9,8,7,5,10
Tinkerbell,Munchkin,2.8,20,12,2,1,6,8,7,4,7
Daiki,Persian,5.7,25,15,3,3,5,6,5,2,5
Biscuit,Khao Manee,4.5,23,15,1,1,6,8,9,3,10
Mai,British Shorthair,5.7,30,13,1,1,4,7,5,3,6
Lara,Bengal,4.6,29,15,1,1,8,7,9,7,8
Kin,Persian,6.4,26,12,3,3,5,5,3,2,6
Buggles,Bengal,5.6,29,16,1,1,8,6,10,6,7
Pickles,British Shorthair,5.9,25,14,2,1,4,7,4,3,7
Aimi,Bengal,6.5,35,12,2,1,8,7,10,7,9
Escrow,Abyssinian,3.7,22,12,1,0,8,7,9,6,9
Sora,Ragdoll,4.7,29,12,3,2,3,5,6,3,6
Teacup,Ragdoll,7.5,27,14,3,2,5,6,5,3,7
Velvet,Khao Manee,3.5,20,13,1,1,8,8,7,3,10
Daisy,Bengal,4.3,34,12,1,1,8,7,10,7,9
Zohra,Bengal,7.6,28,14,1,1,10,7,9,8,9
Pickles,Persian,3.3,25,13,3,3,4,5,4,4,6
Kabuki,Munchkin,3.6,21,14,1,1,6,8,7,5,7
Christmas,Bengal,4.4,26,14,2,1,10,7,9,8,7
Diva,Khao Manee,4.6,26,13,2,1,7,6,8,3,8
Sweetness,British Shorthair,5.1,29,16,1,1,6,6,3,2,8
Cuddlebug,Bengal,6.4,25,15,1,1,10,6,10,8,7
Puddin,Munchkin,2.1,16,12,2,1,7,7,9,5,8
Gorgeous,Khao Manee,4.9,24,15,1,1,6,6,9,4,8
Hiroki,British Shorthair,6.6,29,13,1,1,5,5,5,3,8
Butterball,Khao Manee,4.9,20,13,2,1,7,6,8,4,9
Juniper,Munchkin,3.1,19,12,1,1,6,6,7,4,7
Riggles,Munchkin,3.8,16,13,1,1,5,6,8,4,7
Geneva,Munchkin,2.5,17,12,1,1,7,6,8,4,8
Ozzy,Ragdoll,6.6,26,13,3,2,5,7,4,3,6
Zipper,Bengal,4.9,26,15,2,1,9,7,10,7,9
Eiko,Siamese,3.1,21,14,1,1,7,8,9,10,8
Vida,Munchkin,3.5,21,13,1,1,6,7,7,5,9
Panda,Ragdoll,4.5,32,12,3,2,5,5,6,4,6
Quinella,Khao Manee,4.5,23,14,1,1,6,6,8,5,8
Hobbes,Scottish Fold,5.5,25,13,3,2,4,6,6,4,8
Toshi,Abyssinian,4.5,20,10,1,0,8,7,8,6,10
Waffles,Khao Manee,3.8,26,12,2,1,7,8,8,4,8
Hideki,Abyssinian,3.5,25,10,1,0,9,8,8,5,8
Lucky,Siamese,3.8,26,14,1,1,8,8,8,8,10
Koto,Bengal,6.2,31,16,2,1,10,6,10,6,7
Violet,Munchkin,4.0,16,12,1,1,7,6,7,6,9
Marie,Siamese,3.6,20,13,1,1,7,6,9,8,8
Yoshie,Munchkin,2.5,19,13,2,1,7,8,7,5,7
Taka,Sphynx,3.7,27,14,0,0,6,5,5,9,7
Nesca,Abyssinian,3.5,26,14,2,0,7,6,7,5,9
Sweet Pea,Ragdoll,8.4,28,13,3,2,3,7,5,3,8
Hisashi,Khao Manee,3.5,26,13,1,1,6,8,7,5,10
Queenie,British Shorthair,5.3,30,16,1,1,5,6,5,2,8
Aiko,Scottish Fold,5.2,23,12,2,2,6,6,5,4,8
Love Bug,Sphynx,4.1,27,13,0,0,6,5,7,8,7
Ruby,Khao Manee,4.9,21,16,2,1,6,6,8,3,10
Quinella,Abyssinian,4.9,24,13,1,0,7,7,9,5,8
Shira,Munchkin,2.4,19,13,1,1,5,7,9,4,8
Wicca,Scottish Fold,5.6,21,12,2,2,5,8,7,5,9
Rumi,Bengal,4.3,26,12,2,1,10,7,10,8,9
Butterfly,Bengal,6.0,34,15,2,1,8,8,10,7,7
Yori,Bengal,4.3,30,15,2,1,9,6,10,6,7
Honeybee,Persian,5.3,32,13,3,3,5,4,4,2,4
Hiromi,Persian,5.3,31,10,3,3,4,5,4,4,6
Nibbles,Khao Manee,4.3,20,14,1,1,7,8,7,5,10
Tortie,Bengal,5.9,27,16,1,1,10,8,10,8,8
Butterfly,Persian,4.2,25,15,3,3,3,6,3,4,6
Hisashi,Scottish Fold,4.7,23,13,3,2,5,8,6,5,9
Sorrell,Abyssinian,3.4,25,11,1,0,7,7,7,7,8
Vega,British Shorthair,4.7,30,14,2,1,4,5,3,4,6
Qwerty,British Shorthair,4.8,30,17,1,1,4,7,5,4,7
Akira,Ragdoll,8.7,29,12,3,2,5,6,6,3,7
Cho,Munchkin,2.5,16,14,1,1,7,7,8,4,7
Minoru,Scottish Fold,5.3,25,15,2,2,4,8,6,5,9
Fuku,Khao Manee,4.5,25,12,2,1,8,8,9,3,8
Christmas,Sphynx,4.8,26,12,0,0,6,6,5,9,8
Hiroki,Bengal,4.1,33,13,2,1,8,6,10,7,7
Demi,Siamese,4.7,26,13,2,1,8,6,8,9,9
Checkers,Siamese,4.3,22,13,2,1,7,8,9,10,10
Sacagawea,Munchkin,2.4,15,12,1,1,6,8,7,6,8
Warrior,Sphynx,3.0,26,13,0,0,6,5,7,9,9
Electro,Ragdoll,8.6,28,14,3,2,4,7,4,2,6
Sorrell,British Shorthair,7.0,25,15,2,1,6,5,4,2,6
Persephone,Sphynx,3.4,20,12,0,0,6,5,5,9,9
Tiara,Scottish Fold,6.0,24,13,3,2,6,7,5,4,8
Haruki,Ragdoll,5.5,27,17,3,2,4,6,4,3,6
Cute,Munchkin,3.6,16,12,1,1,6,7,7,5,8
Akira,Khao Manee,4.6,23,16,2,1,6,8,7,4,10
Sweetness,British Shorthair,4.2,28,13,1,1,6,5,4,3,7
Sweetness,Munchkin,2.7,16,12,2,1,7,6,9,4,7
Tortie,Bengal,4.3,28,13,1,1,9,7,9,8,9
Waffles,Abyssinian,4.7,21,11,2,0,7,7,7,7,8
Archimedes,Scottish Fold,3.8,24,14,3,2,5,8,7,4,8
Hiroki,Abyssinian,4.8,21,14,2,0,8,7,8,5,10
Sunshine,Khao Manee,3.6,26,14,2,1,6,6,8,5,8
Yoko,Siamese,4.2,20,14,1,1,9,7,10,8,8
Elvis,British Shorthair,4.3,25,14,1,1,6,5,5,3,7
Simba,Scottish Fold,4.2,26,13,3,2,6,7,5,3,9
Rei,Khao Manee,3.1,20,12,2,1,7,7,7,3,8
Fruit Loop,Bengal,5.0,26,16,2,1,8,6,10,6,7
Morocco,Persian,5.7,30,15,3,3,3,6,3,2,6
Balzac,British Shorthair,4.2,27,13,2,1,6,6,4,3,8
Reiko,British Shorthair,4.5,29,15,2,1,5,6,5,2,6
Pumpkin,Ragdoll,4.8,28,13,3,2,5,5,5,4,6
Hana,Persian,3.1,30,11,3,3,3,5,5,2,6
Michio,Ragdoll,8.9,32,15,3,2,3,7,4,2,7
Crocket,British Shorthair,5.5,28,15,1,1,6,7,5,2,8
Geneva,Ragdoll,6.5,30,13,3,2,3,6,4,4,7
Vonnegut,Sphynx,4.5,23,12,0,0,6,7,6,9,9
Domino,Scottish Fold,4.0,23,15,2,2,5,7,7,5,7
Aiko,Munchkin,3.5,18,13,2,1,5,6,7,6,7
Pocket,British Shorthair,6.5,29,17,2,1,5,6,3,4,7
Houdini,Munchkin,2.6,20,14,1,1,7,7,7,5,9
Leia,Munchkin,2.5,19,12,2,1,5,8,9,6,7
Checkers,Persian,4.8,28,15,3,3,4,6,4,3,6
Snookums,Siamese,5.9,22,14,2,1,9,8,9,10,8
Bootsy,Ragdoll,6.1,26,13,3,2,5,5,6,3,8
Nietzsche,Abyssinian,3.1,24,10,2,0,7,8,8,6,9
Fifi,British Shorthair,5.6,29,15,2,1,5,7,4,3,6
Shiraz,Khao Manee,3.7,22,16,2,1,7,6,8,5,9
Maui,Persian,4.5,30,15,3,3,3,4,3,3,6
Cassava,British Shorthair,5.9,25,17,2,1,5,7,5,4,7
Barbie,British Shorthair,6.0,26,12,2,1,4,5,3,3,6
Jiggles,Ragdoll,9.0,30,17,3,2,3,7,5,4,8
Kobe,Khao Manee,4.4,24,13,1,1,8,6,8,5,10
Nietzsche,Ragdoll,8.7,29,15,3,2,5,5,6,3,7
Akihiro,Khao Manee,4.4,24,12,2,1,8,8,9,5,9
Sake,Khao Manee,4.1,22,16,2,1,8,6,8,5,10
Aloha,Siamese,5.9,23,15,1,1,8,7,9,10,10
Ryu,British Shorthair,6.0,27,15,2,1,4,5,3,2,8
Pickles,Sphynx,5.0,20,12,0,0,7,5,5,8,8
